question,answer,supporting_facts/0,supporting_facts/1,graph_path/0,graph_path/1,graph_path/2,graph_path/3,template,Corrected Questions,Comment 
"Which tourist attraction, famous for urban park of 3 hectares (7, is located in the capital city of the state where the historic site “Errum Manzil” (known for 19thâ€‘century palace with european-style architecture) is associated?",Lumbini Park,"A 19thâ€‘century palace with European-style architecture, now a government office.","A small public, urban park of 3 hectares (7.5 acres) located in the centre of the city and is in close proximity to other tourist attractions, such as Birla Mandir and Necklace Road, it attracts many visitors throughout the year. Boating is one of the best attractions and people go to the Buddha idol placed in the middle of the Tank Band in the boats.",history:errum_manzil,state:telangana,city:hyderabad,tourism:lumbini_park,cap_v1,"Which tourist attraction, famous for urban park , is located in the capital city of the state where the historic site “Errum Manzil”is associated?","Removed ""(known for 19thâ€‘century palace with european-style architecture) "",""of 3 hectares (7"""
"Which art piece, famous for indian miniature painting produced in the deccan region, is located in the capital city of the state where the historic site “Toli Masjid” (known for constructed during the qutb shahi period and completed in ah 1082 (1671/1672) is associated?",Deccan painting,A mosque was constructed during the Qutb Shahi period and completed in AH 1082 (1671/1672 CE),"Indian miniature painting produced in the Deccan region, in the various Muslim capitals of the Deccan sultanates that emerged from the break-up of the Bahmani Sultanate by 1520.These were Bijapur, Golkonda, Ahmadnagar, Bidar, and Berar.",history:toli_masjid,state:telangana,city:hyderabad,art:deccan_painting,cap_v1,"Which art piece is famous for Indian miniature painting, located in the capital city of the state associated with the historic site ""Toli Masjid""?","Added ""is"" after """"piece"" and removed ""(known for constructed during the qutb shahi period and completed in ah 1082 (1671/1672)"",""produced in the deccan region"""
"Which art piece, famous for tibetan buddhist religious scroll painting found hanging in monasteries and in sikkimese, is located in the capital city of the state where the wildlife sanctuary “Fambong Lho Wildlife Sanctuary” (known for 51 km2 (20 sq mi) large wildlife sanctuary) is associated?",Thanka Painting,A 51 km2 (20 sq mi) large wildlife sanctuary.It is contiguous with Khangchendzonga National Park and located around 30 km (19 mi).,"A Tibetan Buddhist religious scroll painting found hanging in monasteries and in Sikkimese homes, on cotton or silk, bordered with brocade and often dyes together with gold dust and gold thread",tourism:fambong_lho_wildlife_sanctuary,state:sikkim,city:gangtok,art:thanka_painting,cap_v1,"Which art piece, famous for tibetan buddhist religious scroll painting found hanging in monasteries and in sikkimese, is located in the capital city of the state where the wildlife sanctuary ?","Removed ""(known for 51 km2 (20 sq mi) large wildlife sanctuary) ""and “Fambong Lho Wildlife Sanctuary” is associated"""
"Which personality, famous for and constitution framer from jharkhand, is located in the capital city of the state where the festival “Baha parab” (known for spring festival of the santhal tribe) is associated?",Jaipal Singh Munda,"A spring festival of the Santhal tribe, celebrating nature and community.","A tribal leader, hockey Olympian, and Constitution framer from Jharkhand.",festival:baha_parab,state:jharkhand,city:ranchi,personalities:jaipal_singh_munda,cap_v1,"Which personality, famous as a constitution framer, is located in the capital city of the state where the festival “Baha parab” is associated?","Replaced ""for and"" with ""as a"" and remived "" (known for spring festival of the santhal tribe)"", ""from jharkhand"""
"Which religious tradition, famous for hindu temple built on a 280 feet (85 m) high hillock called, is located in the capital city of the state where the historic site “Moula Ali hill” (known for hill is approximately 614 metres (2) is associated?","Birla Mandir, Hyderabad","The hill is approximately 614 metres (2,014 ft) tall. it has 484 steps from dargah to bottom of the hill and has about 600 tombs around it.","A Hindu temple built on a 280 feet (85 m) high hillock called Naubath Pahad on a 13 acres (53,000 m2)",history:moula_ali_hill,state:telangana,city:hyderabad,religion:birla_mandir_hyderabad,cap_v1,"Which religious tradition, famous for a Hindu temple, is located in the capital city of the state associated with the historic site 'Moula Ali Hill'?","Removed""(known for hill is approximately 614 metres (2)"",""built on a 280-feet (85 m) high hillock"""
"Which palace, famous for grand former royal palace built in the early 20th century, is located in the capital city of the state where the religious tradition “Kharchi Puja” (known for major hindu festival in tripura worshipping the 14 deities) is associated?",Ujjayanta Palace,"A major Hindu festival in Tripura worshipping the 14 deities, marked by rituals and fairs.","A grand former royal palace built in the early 20th century, now housing the State Museum.",religion:kharchi_puja,state:tripura,city:agartala,history:ujjayanta_palace,cap_v1,"Which palace, famous for grand former royal palace built in the early 20th century, is located in the capital city of the state where the religious tradition “Kharchi Puja” is associated?","Removed""(known for major hindu festival in tripura worshipping the 14 deities) """
"Which monastery, famous for gompa is the seat in exile of the gyalwang karmapa, is located in the capital city of the state where the art piece “Thanka Painting” (known for tibetan buddhist religious scroll painting found hanging in monasteries and in sikkimese) is associated?",Rumtek Monastery,"A Tibetan Buddhist religious scroll painting found hanging in monasteries and in Sikkimese homes, on cotton or silk, bordered with brocade and often dyes together with gold dust and gold thread","A gompa is the seat in exile of the Gyalwang Karmapa, inaugurated in 1966 by the 16th Karmapa. It is also a focal point for the sectarian tensions within the Karma Kagyu school of Tibetan Buddhism that characterize the 17th Karmapa controversy",art:thanka_painting,state:sikkim,city:gangtok,tourism:rumtek_monastery,cap_v1,"Which monastery, famous as the gompa and seat in exile of the Gyalwang Karmapa, is located in the capital city of the state associated with the art piece 'Thanka Painting'?","Replaced ""for"" with ""as the"", ""is the"" with ""and"" and removed ""(known for tibetan buddhist religious scroll painting found hanging in monasteries and in sikkimese)"""
"Which art piece, famous for nonâ€“ferrous metal casting using the lost-wax casting technique, is located in the capital city of the state where the personality “MS Dhoni” (known for indian professional cricketer who plays as a right-handed batter and a wicket-keeper) is associated?",Dhokra metal casting craft state,"An Indian professional cricketer who plays as a right-handed batter and a wicket-keeper. widely regarded as one of the most prolific wicket-keeper batsmen and captains and one of the greatest ODI batsmen, who represented the Indian cricket team and was the captain of the side in limited overs formats from 2007 to 2017 and in test cricket from 2008 to 2014.","Nonâ€“ferrous metal casting using the lost-wax casting technique. This sort of metal casting has been used for over 4,000 years and is still used. One of the earliest known lost wax artifacts is the dancing girl of Mohenjo-Daro. The product of dhokra artisans are in great demand in domestic and foreign markets because of primitive simplicity, enchanting folk motifs andÂ forcefulÂ form.",personalities:ms_dhoni,state:jharkhand,city:ranchi,art:dhokra_metal_casting_craft_state,cap_v1,"Which art piece, famous for non-ferrous metal casting using the lost-wax technique, is located in the capital city of the state associated with MS Dhoni?","Removed""(known for indian professional cricketer who plays as a right-handed batter and a wicket-keeper)"""
"Which palace, famous for this was built after he gave the famous falaknuma palace to the, is located in the capital city of the state where the personality “Rashid Ali (singer)” (known for who first became known for the hit song kabhi kabhi aditi from) is associated?",Paigah Palace,"A singer, guitarist, musician and composer, who first became known for the hit song Kabhi Kabhi Aditi from Jaane Tu Ya Jaane Na.","A palace was built by Sir Vicar-ul-Umra, a Paigah nobleman. This was built after he gave the famous Falaknuma Palace to the sixth Nizam, Mahbub Ali Khan, Asaf Jah VI.",personalities:rashid_ali_singer,state:telangana,city:hyderabad,history:paigah_palace,cap_v1,"Which palace, built after the Nizam gave away the famous Falaknuma Palace, is located in the capital city of the state associated with Rashid Ali?","Removed ""(known for who first became known for the hit song kabhi kabhi aditi from) "",""famous for this was"" and reframe the question"
"Which costume, famous for traditional wedding dress of hyderabadi muslim brides in the indian subcontinent, is located in the capital city of the state where the personality “K Chandrasekhar Rao” (known for indian politician currently representing the gajwel assembly constituency and serving as the) is associated?",Khara dupatta,An Indian politician currently representing the Gajwel Assembly constituency and serving as the leader of the opposition in the Telangana Legislative Assembly.He is the founder and leader of the Bharat Rashtra Samithi,"The traditional wedding dress of hyderabadi Muslim brides in the Indian subcontinent. It is an elaborate wedding ensemble comprising a kurta (tunic), chooridaar (extra-long slim pants that gather at the ankles), and a 6-yard dupatta (stole or veil).",personalities:k_chandrasekhar_rao,state:telangana,city:hyderabad,costume:khara_dupatta,cap_v1,Which traditional wedding costume of Muslim brides is associated with the capital city of the state where the personality K. Chandrasekhar Rao is associated?,"Corrected the question grammatically by replacing ""located in"" with ""associated with"" and removed ""(known for indian politician currently representing the gajwel assembly constituency and serving as the)"",""hyderabadi"",""in the indian subcontinent"""
"Which temple, famous for 19th century vaishnavite temple in imphal housing the divine idol of lord, is located in the capital city of the state where the personality “Aribam Syam Sharma” (known for celebrated filmmaker and composer) is associated?",Sree Shree Govindaji Temple,"A celebrated filmmaker and composer, known for contributions to Manipuri cinema and culture.",A 19th century Vaishnavite temple in Imphal housing the divine idol of Lord Govindaji,personalities:aribam_syam_sharma,state:manipur,city:imphal,religion:sree_shree_govindaji_temple,cap_v1,"Which 19th-century Vaishnavite temple in Imphal, housing a divine idol, is located in the capital of the state associated with Aribam Syam Sharma?","Reframed the question and removed ""(known for celebrated filmmaker and composer)"""
"Which tourist attraction, famous for artificial lake about 24 kilometres (15 mi) north of secunderabad, is located in the capital city of the state where the personality “Dia Mirza” (known for indian actress who primarily works in hindi films) is associated?",Shamirpet Lake,"An Indian actress who primarily works in Hindi films, won the title of Miss Asia Pacific International in 2000 after being crowned Femina Miss India Asia Pacific 2000. Mirza made her acting debut with the Hindi film Rehnaa Hai Terre Dil Mein (2001), which earned her the Filmfare Award for Best Female Debut nomination.",An artificial lake about 24 kilometres (15 mi) north of Secunderabad.,personalities:dia_mirza,state:telangana,city:hyderabad,tourism:shamirpet_lake,cap_v1,"Which tourist attraction, famous for its artificial lake ,is located in the capital city of the state where the personality 'Dia Mirza' is associated?","Added ""its"" after ""for"" and removed ""(known for indian actress who primarily works in hindi films)"",""about 24 kilometres (15 mi) north of secunderabadA"""
,,,,,,,Shivani,,,
"Which personality, famous for indian actress and beauty pageant titleholder, is located in the capital city of the state where the tourist attraction “Alwal Lake” (known for about 8 kilometers north of secunderabad) is associated?",Sushmita Sen,"An artificial lake,about 8 kilometers north of Secunderabad. There were many issues associated with the lake, which made a highly tensed situation for the Alwal Municipality Officials.","An Indian actress and beauty pageant titleholder, who was crowned Miss Universe 1994,becoming the first Indian woman to win the title. Sen has since predominantly worked in Hindi films, and is a recipient of a Filmfare Award and a Filmfare OTT Award.",tourism:alwal_lake,state:telangana,city:hyderabad,personalities:sushmita_sen,cap_v1,"Which personality, famous as an Indian actress and beauty pageant titleholder, is associated with the capital city of the same state where the tourist attraction ""Alwal Lake"" is found?","Changed “famous for indian actress and beauty pageant titleholder” to “famous as an Indian actress and beauty pageant titleholder” for grammatical accuracy and smoother phrasing , removed (known for about 8 kilometers north of secunderabad)"
"Which historic site, famous for constructed during the qutb shahi period and completed in ah 1082 (1671/1672, is located in the capital city of the state where the personality “K Chandrasekhar Rao” (known for indian politician currently representing the gajwel assembly constituency and serving as the) is associated?",Toli Masjid,An Indian politician currently representing the Gajwel Assembly constituency and serving as the leader of the opposition in the Telangana Legislative Assembly.He is the founder and leader of the Bharat Rashtra Samithi,A mosque was constructed during the Qutb Shahi period and completed in AH 1082 (1671/1672 CE),personalities:k_chandrasekhar_rao,state:telangana,city:hyderabad,history:toli_masjid,cap_v1,"Which historic site, constructed during the Qutb Shahi period and completed in AH 1082 (1671/1672), is located in the capital city of the same state where the personality ""K. Chandrasekhar Rao"" is associated?","Removed (known for indian politician currently representing the gajwel assembly constituency and serving as the), - Rephrased “famous for constructed during…” to “constructed during…” for grammatical accuracy , Corrected the incomplete date reference by closing the parenthesis: “completed in AH 1082 (1671/1672)”."
"Which personality, famous for tv host and beauty pageant titleholder who the winner of mr india, is located in the capital city of the state where the historic site “Dewan Devdi” (known for situated close to charminar and chowmahalla palace) is associated?",Rohit Khandelwal,"The palace of the nobles, the Salar Jungs, situated close to Charminar and Chowmahalla Palace .The word Diwan means Prime Minister, and Devdi refers to mansions of Hyderabadi noblemen.","An Indian actor, model, tv host and beauty pageant titleholder who the winner of Mr India 2015 and the first ever Indian and Asian to be crowned Mister World 2016.",history:dewan_devdi,state:telangana,city:hyderabad,personalities:rohit_khandelwal,cap_v1,"Which personality, famous as a TV host and beauty pageant titleholder who won Mr. India, is associated with the capital city of the state where the historic site ""Dewan Devdi"" is located?","Rephrased “famous for tv host and beauty pageant titleholder who the winner of mr india” to “famous as a TV host and beauty pageant titleholder who won Mr. India” for grammatical clarity , Replaced “is located in the capital city…” with “is associated with the capital city…” to better suit the context of a personality."
"Which tourist attraction, famous for offering panoramic views of patna city, is located in the capital city of the state where the art piece “Tikuli art” (known for hand painting whose history is spread over 800 years) is associated?",Golghar,A type of hand painting whose  history is  spread over 800 years,"A granary built by the British in 1786, offering panoramic views of Patna city.",art:tikuli_art,state:bihar,city:patna,tourism:golghar,cap_v1,"Which tourist attraction, known for offering panoramic views, is located in the capital city of the same state where ""Tikuli art"" is associated?""","Removed  (known for hand painting whose history is spread over 800 years) and patna city , smoothed the sentence grammatically . "
"Which personality, famous for indian actress who primarily works in hindi films, is located in the capital city of the state where the costume “Khara dupatta” (known for traditional wedding dress of hyderabadi muslim brides in the indian subcontinent) is associated?",Dia Mirza,"The traditional wedding dress of hyderabadi Muslim brides in the Indian subcontinent. It is an elaborate wedding ensemble comprising a kurta (tunic), chooridaar (extra-long slim pants that gather at the ankles), and a 6-yard dupatta (stole or veil).","An Indian actress who primarily works in Hindi films, won the title of Miss Asia Pacific International in 2000 after being crowned Femina Miss India Asia Pacific 2000. Mirza made her acting debut with the Hindi film Rehnaa Hai Terre Dil Mein (2001), which earned her the Filmfare Award for Best Female Debut nomination.",costume:khara_dupatta,state:telangana,city:hyderabad,personalities:dia_mirza,cap_v1,"Which personality, famous as an Indian actress who primarily works in Hindi films, was born in the capital city of the same state where the costume ""Khara Dupatta"" is associated?","Rephrased “famous for indian actress who primarily works in hindi films” to “famous as an Indian actress who primarily works in Hindi films” for grammatical correctness , -Changed “is located in the capital city…” to ""was born in"""
"Which art piece, famous for hand painting whose history is spread over 800 years, is located in the capital city of the state where the tourist attraction “Buddha Memorial Park” (known for garden built at a cost of rs 125 crore on 22 acres) is associated?",Tikuli art,A garden built at a cost of Rs 125 crore on 22 acres of land near Patna Junction  railway station,A type of hand painting whose  history is  spread over 800 years,tourism:buddha_memorial_park,state:bihar,city:patna,art:tikuli_art,cap_v1,"Which art form, known for hand painting with a history spanning over 800 years, is associated with the capital city of the same state where the tourist attraction ""Buddha Memorial Park"" is located?","Replaced “art piece” with “art form” to better match the nature of Tikuli art ,  Rephrased “famous for hand painting whose history is spread over 800 years” to“known for hand painting with a history spanning over 800 years” for smoother grammar and clarity."
"Which personality, famous for indian diplomat served as indian ambassador in argentina, is located in the capital city of the state where the tourist attraction “NTR Gardens” (known for urban park of 15 hectares (36 acres) adjacent to hussain sagar lake) is associated?",Ali Yavar Jung,"A small public, urban park of 15 hectares (36 acres) adjacent to Hussain Sagar lake, where earlier a thermal power station building stood until 1995.","An Indian diplomat served as Indian Ambassador in Argentina, Egypt, Yugoslavia and Greece, France, and the United States.",tourism:ntr_gardens,state:telangana,city:hyderabad,personalities:ali_yavar_jung,cap_v1,"Which Indian diplomat, who served as the Indian Ambassador to Argentina, is associated with the capital city of the state where the tourist attraction “NTR Gardens” (a 15-hectare urban park near Hussain Sagar Lake) is located?","The original question was grammatically confusing and had incorrect phrasing like ""famous for Indian diplomat served."" I corrected the sentence structure, clarified the subject as ""Indian diplomat,"" and made the association with Hyderabad and NTR Gardens grammatically precise."
"Which costume, famous for traditional wedding dress of hyderabadi muslim brides in the indian subcontinent, is located in the capital city of the state where the personality “Rohit Khandelwal” (known for tv host and beauty pageant titleholder who the winner of mr india) is associated?",Khara dupatta,"An Indian actor, model, tv host and beauty pageant titleholder who the winner of Mr India 2015 and the first ever Indian and Asian to be crowned Mister World 2016.","The traditional wedding dress of hyderabadi Muslim brides in the Indian subcontinent. It is an elaborate wedding ensemble comprising a kurta (tunic), chooridaar (extra-long slim pants that gather at the ankles), and a 6-yard dupatta (stole or veil).",personalities:rohit_khandelwal,state:telangana,city:hyderabad,costume:khara_dupatta,cap_v1,"Which costume, famous as the traditional wedding dress of Hyderabadi Muslim brides in the Indian subcontinent, is associated with the capital city of the same state where the personality “Rohit Khandelwal” was born?","Replaced “famous for indian diplomat served as indian ambassador in argentina” with “known as an Indian diplomat who served as the Indian Ambassador to Argentina” for grammatical clarity , removed  (known for tv host and beauty pageant titleholder who the winner of mr india)"
"Which personality, famous for indian diplomat served as indian ambassador in argentina, is located in the capital city of the state where the tourist attraction “Banjara Hills” (known for urban commercial centre and) is associated?",Ali Yavar Jung,"An urban commercial centre and one of the most affluent neighbourhoods This area was a hilly forest and was least inhabited in the past. Only a few royal members of the Nizam's dynasty lived here, which was a hunting ground for them. This area now has completely been transformed to an urban commercial centre consisting of an array of high-end hotels, restaurants, night clubs and office buildings of global corporations.","An Indian diplomat served as Indian Ambassador in Argentina, Egypt, Yugoslavia and Greece, France, and the United States.",tourism:banjara_hills,state:telangana,city:hyderabad,personalities:ali_yavar_jung,cap_v1,"Which Indian diplomat, who served as the Indian Ambassador to Argentina, is associated with the capital city of the state where the tourist attraction “Banjara Hills” (a well-known urban commercial center) is located?","The given question was unclear with wrong phrasing like ""famous for Indian diplomat served."" I corrected it by restructuring the grammar, specifying ""Indian diplomat,"" and refining the description of Banjara Hills to make the question clear, accurate, and meaningful."
"Which festival, famous for traditional meitei lunar ritual festival held in imphal celebrating agricultural and cultural, is located in the capital city of the state where the language “Meitei language” (known for written in meitei mayek script) is associated?",Kang festival,"The Sino-Tibetan language spoken by the Meitei people, written in Meitei Mayek script, and official in Manipur",A traditional Meitei lunar ritual festival held in Imphal celebrating agricultural and cultural traditions,language:meitei_language,state:manipur,city:imphal,festival:kang_festival,cap_v1,"Which festival, known as a traditional Meitei lunar ritual celebrated in Imphal for its agricultural and cultural significance, is associated with the capital city of the state where the “Meitei language” (written in the Meitei Mayek script) is spoken?","The given question had awkward phrasing such as ""famous for traditional meitei lunar ritual festival held in imphal celebrating agricultural and cultural."" I corrected grammar, added clarity, and structured the relation between Imphal, the festival, and the Meitei language properly."
"Which historic site, famous for constructed during the qutb shahi period and completed in ah 1082 (1671/1672, is located in the capital city of the state where the national park “Mrugavani National Park” (known for national park situated at chilkur in moinabad mandal) is associated?",Toli Masjid,"A national park situated at Chilkur in Moinabad mandal, 20 km from MGBS and covers an area of 3.6 square kilometres (1.4 sq mi) or 1211 acres.",A mosque was constructed during the Qutb Shahi period and completed in AH 1082 (1671/1672 CE),tourism:mrugavani_national_park,state:telangana,city:hyderabad,history:toli_masjid,cap_v1,"Which historic site, constructed during the Qutb Shahi period and completed in AH 1082 (1671/1672), is located in the capital city of the state where the “Mrugavani National Park” (situated at Chilkur in Moinabad Mandal) is associated?","The given question contained awkward phrasing like ""famous for constructed"" and an unmatched parenthesis. I fixed the grammar, removed redundancy, and clarified the timeline. The relation between the historic site, Qutb Shahi period, and Mrugavani National Park is now precise."
"Which palace, famous for former palace and currently a luxury hotel, is located in the capital city of the state where the palace “King Kothi Palace” (known for royal palace where the erstwhile ruler of sir mir osman ali khan) is associated?",Falaknuma Palace,"A royal palace where the erstwhile ruler of Sir Mir Osman Ali Khan, the seventh Nizam, lived.It was a palace bought by his father Mahboob Ali Pasha, who had a penchant for buying ostentatious homes.",A former palace and currently a luxury hotel .It is on a hillock and covers a 13-hectare (32-acre) area,history:king_kothi_palace,state:telangana,city:hyderabad,tourism:falaknuma_palace,cap_v1,"Which palace, once a royal residence and now a luxury hotel, is located in the capital city of the state where the “King Kothi Palace” (the royal palace of the erstwhile ruler Sir Mir Osman Ali Khan) is associated?","The given question had unclear phrasing like ""famous for former palace and currently a luxury hotel"" and awkward wording around Sir Mir Osman Ali Khan. I restructured it into smoother grammar, clarified meaning, and ensured the palace association reads naturally."
"Which palace, famous for former royal palace of the paigah nobles, is located in the capital city of the state where the personality “Ravindra Bharathi” (known for prominent cultural auditorium for performing arts named after rabindranath tagore) is associated?",Basheer Bagh Palace,A prominent cultural auditorium for performing arts named after Rabindranath Tagore.,"A former royal palace of the Paigah nobles, built in the eighteenth century near Hussain Sagar.",personalities:ravindra_bharathi,state:telangana,city:hyderabad,history:basheer_bagh_palace,cap_v1,"Which palace, once the royal residence of the Paigah nobles, is located in the capital city of the state where “Ravindra Bharathi” (a prominent cultural auditorium for performing arts named after Rabindranath Tagore) is associated?","The given question had clumsy phrasing like ""famous for former royal palace of the paigah nobles"" and an unclear reference to Ravindra Bharathi. I corrected grammar, improved readability, and structured the relation between the palace, Paigah nobles, and Ravindra Bharathi properly."
"Which personality, famous for indian actress who primarily works in hindi films, is located in the capital city of the state where the art piece “Deccan painting” (known for indian miniature painting produced in the deccan region) is associated?",Dia Mirza,"Indian miniature painting produced in the Deccan region, in the various Muslim capitals of the Deccan sultanates that emerged from the break-up of the Bahmani Sultanate by 1520.These were Bijapur, Golkonda, Ahmadnagar, Bidar, and Berar.","An Indian actress who primarily works in Hindi films, won the title of Miss Asia Pacific International in 2000 after being crowned Femina Miss India Asia Pacific 2000. Mirza made her acting debut with the Hindi film Rehnaa Hai Terre Dil Mein (2001), which earned her the Filmfare Award for Best Female Debut nomination.",art:deccan_painting,state:telangana,city:hyderabad,personalities:dia_mirza,cap_v1,"Which personality, an Indian actress who primarily works in Hindi films, is associated with the capital city of the state where the art form “Deccan painting” (a style of Indian miniature painting from the Deccan region) is found?","The given question was awkwardly framed with phrases like ""famous for Indian actress who primarily works."" I corrected the grammar, clarified the subject as ""an Indian actress,"" and refined the link between Deccan painting and the capital city for better clarity."
"Which tourist attraction, famous for inside this stupa is a complete set of dorjee phurba, is located in the capital city of the state where the sport “Paljor Stadium” (known for it can host 30) is associated?",Do-drul Chorten,"A football stadium,it can host 30,000 spectators.Besides earlier hosting the I-League and the I-League 2, the stadium also hosts matches of various local divisions and tournaments","A stupa inside this stupa is a complete set of Dorjee Phurba, Kangyur (Holy Books) and other religious objects",sports:paljor_stadium,state:sikkim,city:gangtok,tourism:do_drul_chorten,cap_v1,"Which tourist attraction, known for housing a complete set of Dorjee Phurba inside its stupa, is located in the capital city of the state where the “Paljor Stadium” (a sports venue with a capacity of 30,000) is associated?","The given question had unclear phrasing like ""famous for inside this stupa is a complete set,"" and ""can host 30"" was incomplete. I corrected grammar, clarified meaning, expanded the stadium detail to capacity, and made the question precise."
"Which festival, famous for annual festival celebrated from 1 to 10 of december, is located in the capital city of the state where the wildlife sanctuary “Pulie Badze Wildlife Sanctuary” (known for protected area in 1980 and the park is named after the 2) is associated?",Hornbill Festival,"A protected area in 1980 and the park is named after the 2,296-metre (7,533 ft) mountain Pulie Badze, which means ""Pulie's Seat"", named after the legendary folktale character ""Pulie""",An annual festival celebrated from 1 to 10 of December,tourism:pulie_badze_wildlife_sanctuary,state:nagaland,city:kohima,festival:hornbill_festival,cap_v1,"Which festival, celebrated annually from December 1 to 10, is associated with the capital city of the state where the “Pulie Badze Wildlife Sanctuary” (a protected area established in 1980, named after the local peak) is located?","The given question had awkward phrasing like ""famous for annual festival celebrated from 1 to 10 of December"" and an incomplete description ""named after the 2."" I corrected grammar, clarified the festival timeline, and refined the sanctuary details for clarity."
"Which palace, famous for former palace and currently a luxury hotel, is located in the capital city of the state where the personality “Shabana Azmi” (known for indian actress of film) is associated?",Falaknuma Palace,"An Indian actress of film, television and theatre. Her career in the Hindi film industry has spanned over 160 films, mostly within independent and neorealist parallel cinema, though her work extended to mainstream films as well as a number of international projects.She has won a record of five National Film Awards for Best Actress,in addition to five Filmfare Awards and several international accolades. The Government of India honoured her with the Padma Shri in 1998 and the Padma Bhushan in 2012.",A former palace and currently a luxury hotel .It is on a hillock and covers a 13-hectare (32-acre) area,personalities:shabana_azmi,state:telangana,city:hyderabad,tourism:falaknuma_palace,cap_v1,"Which palace, formerly a royal residence and now a luxury hotel, is located in the capital city of the state where “Shabana Azmi” (a renowned Indian film actress) is associated?","The given question had awkward phrasing like ""famous for former palace and currently a luxury hotel"" and ""indian actress of film."" I corrected grammar, improved readability, and clarified both the palace and Shabana Azmi’s description for precise understanding."
"Which personality, famous for indian actress who works primarily in hindi and telugu films, is located in the capital city of the state where the art piece “Telugu cinema” (known for largest film industry in india) is associated?",Tabu (actress),"The largest film industry in India by box-office revenue as of 2021. It sold 23.3 crore (233 million) tickets in 2022, the highest among all Indian filmÂ industries.","An Indian actress who works primarily in Hindi and Telugu films,regarded as one of Hindi cinema's most accomplished actresses.She has often played troubled women, from fictional to literary, in both mainstream and independent cinema",art:telugu_cinema,state:telangana,city:hyderabad,personalities:tabu_actress,cap_v1,"Which personality, an Indian actress who works primarily in Hindi and Telugu films, is associated with the capital city of the state where “Telugu cinema” (the largest film industry in India) is based?","The given question had awkward phrasing like ""famous for Indian actress who works primarily."" I corrected grammar, clarified the subject as “an Indian actress,” and refined the connection between Telugu cinema and the capital city for accurate and readable expression."
"Which art piece, famous for hand painting whose history is spread over 800 years, is located in the capital city of the state where the historic site “Patna Museum” (known for state museum founded on 3 april 1917 during the british raj to) is associated?",Tikuli art,"A state museum founded on 3 April 1917 during the British Raj to house the historical artefacts this is constructed in the style of Mughal and Rajput architecture, and is known locally as the Jadu Ghar.",A type of hand painting whose  history is  spread over 800 years,history:patna_museum,state:bihar,city:patna,art:tikuli_art,cap_v1,"Which art form, known for hand painting with a history spanning over 800 years, is associated with the capital city of the state where the historic site “Patna Museum” (a state museum founded on April 3, 1917, during the British Raj) is located?","The given question was awkwardly phrased with ""famous for hand painting whose history is spread over 800 years"" and incomplete sentences. I corrected grammar, improved readability, clarified the subject as “art form,” and structured the connection with Patna Museum precisely"
"Which historic site, famous for official residence of the nizam, is located in the capital city of the state where the personality “Ali Yavar Jung” (known for indian diplomat served as indian ambassador in argentina) is associated?",Purani Haveli,"An Indian diplomat served as Indian Ambassador in Argentina, Egypt, Yugoslavia and Greece, France, and the United States.","A Haveli ,official residence of the Nizam,was constructed for Sikander Jah, Asaf Jah III (1803â€“1829) by his father Ali Khan Bahadur, Asaf Jah II.",personalities:ali_yavar_jung,state:telangana,city:hyderabad,history:purani_haveli,cap_v1,"Which historic site, known as the official residence of the Nizam, is located in the capital city of the state where “Ali Yavar Jung” (an Indian diplomat who served as the Indian Ambassador to Argentina) is associated?","The given question had awkward phrasing like ""famous for official residence of the nizam."" I corrected grammar, clarified the subject as “historic site,” and refined the description of Ali Yavar Jung to make the question accurate, precise, and readable."
"Which personality, famous for indian actress and beauty pageant titleholder, is located in the capital city of the state where the palace “Chowmahalla Palace” (known for of the nizams it was the seat of power of the asaf) is associated?",Sushmita Sen,The palace of the Nizams It was the seat of power of the Asaf Jahi dynasty (1720-1948) and was the official residence of the Nizams during their reign.The palace has been converted into a museum and the ownership still lies with the family,"An Indian actress and beauty pageant titleholder, who was crowned Miss Universe 1994,becoming the first Indian woman to win the title. Sen has since predominantly worked in Hindi films, and is a recipient of a Filmfare Award and a Filmfare OTT Award.",history:chowmahalla_palace,state:telangana,city:hyderabad,personalities:sushmita_sen,cap_v1,"Which personality, an Indian actress and beauty pageant titleholder, is associated with the capital city of the state where the “Chowmahalla Palace” (the seat of power of the Asaf Jahi Nizams) is located?","The given question contained awkward phrasing like ""famous for indian actress and beauty pageant titleholder"" and incomplete description of Chowmahalla Palace. I corrected grammar, clarified the subject, and refined the palace description to make the question precise and easily understandable."
"Which historic site, famous for official residence of the nizam, is located in the capital city of the state where the personality “Mohammad Ali Baig” (known for indian theatre personality and film maker of ad and documentary films) is associated?",Purani Haveli,"An Indian theatre personality and film maker of ad and documentary films, referred to by the media as 'Global Face of Hyderabadi Theatre', 'Sultan of Epics' and 'Master of Revival'.He is the recipient of the Padmashri.","A Haveli ,official residence of the Nizam,was constructed for Sikander Jah, Asaf Jah III (1803â€“1829) by his father Ali Khan Bahadur, Asaf Jah II.",personalities:mohammad_ali_baig,state:telangana,city:hyderabad,history:purani_haveli,cap_v1,"Which historic site, known as the official residence of the Nizam, is located in the capital city of the state where “Mohammad Ali Baig” (an Indian theatre personality and filmmaker of advertisements and documentary films) is associated?","The given question had awkward phrasing like ""famous for official residence of the nizam"" and unclear description of Mohammad Ali Baig. I corrected grammar, clarified the subject, and refined his description for better readability and precise understanding of the question."
